,pro/lib,idiom,final
,,String proxy = YarnConfiguration.getProxyHostAndPort(conf);,"yes, this code fragment is a common coding pattern that can occur in multiple Java projects that use the Apache Hadoop YARN framework to manage distributed applications. The YarnConfiguration.getProxyHostAndPort() method is used to retrieve the hostname and port number of the proxy server used by the YARN client to communicate with the YARN Resource Manager. This information is typically used to configure network connections for YARN applications running in a secure or firewalled environment."
,,Configuration conf = job.getConfiguration();,"Yes, this code fragment is a common coding pattern that can occur in multiple Java projects that use the Apache Hadoop MapReduce framework for large-scale data processing. The job.getConfiguration() method is used to retrieve the configuration object associated with the MapReduce job, which contains various settings and parameters that control the behavior of the job. This configuration object can be modified to customize the job's behavior or to set additional properties for the underlying Hadoop infrastructure."
,,for (FileStatus fileStat : tempFiles) {},"Yes, this code fragment is a common coding pattern that can occur in multiple Java projects. It is used to iterate through an array of FileStatus objects, where each object represents a file or a directory in a file system. The loop can be used to perform some action on each file or directory, such as reading its contents, copying it, or deleting it."
,,Configuration conf = new Configuration();,"Yes, creating a new instance of the Configuration class is a common coding pattern in many Java projects that involve Hadoop or other distributed systems that use configuration files. The Configuration class is used to manage configuration properties that define how a Hadoop job or other distributed system should run, such as the location of input and output data, the number of map and reduce tasks, and various system settings. By creating a new instance of Configuration, developers can specify or override default configuration properties to customize the behavior of their applications."
,,"Path path = new Path(""appledata/apples"");","Yes, this is a common coding pattern that can occur in multiple Java projects. It creates a new Path object pointing to the ""appledata/apples"" location. The Path class is part of the Hadoop filesystem API and is often used in Java projects that work with Hadoop or other distributed filesystems."
,,"Job job = new Job(getConf(), ""BigramRelativeFrequency"");","Yes, this code fragment is a common coding pattern that can occur in multiple Java projects. The Job class is part of the Hadoop MapReduce framework and is commonly used to define and configure MapReduce jobs in Java."
,,"FileInputFormat.setInputPaths(job, new Path(inputPath));
		FileOutputFormat.setOutputPath(job, new Path(outputPath));","Yes, this code fragment is a common coding pattern that can occur in multiple Java projects. It is used to set the input and output paths for a MapReduce job in Hadoop. The FileInputFormat.setInputPaths() method sets the input path for the job, and the FileOutputFormat.setOutputPath() method sets the output path. The input and output paths are specified as Path objects, which represent file system paths."
,,"job.setMapOutputKeyClass(PairOfStrings.class);
		job.setMapOutputValueClass(FloatWritable.class);
		job.setOutputKeyClass(PairOfStrings.class);
		job.setOutputValueClass(FloatWritable.class);
		job.setOutputFormatClass(SequenceFileOutputFormat.class);","Yes, this is a common coding pattern in Hadoop MapReduce projects where the MapReduce job's output is in the form of a sequence file. The setMapOutputKeyClass(), setMapOutputValueClass(), setOutputKeyClass(), and setOutputValueClass() methods are used to specify the types of the map and reduce output keys and values, and the setOutputFormatClass() method is used to specify the format of the output file."
,,"job.setMapperClass(MyMapper.class);
		job.setCombinerClass(MyCombiner.class);
		job.setReducerClass(MyReducer.class);
		job.setPartitionerClass(MyPartitioner.class);","Yes, this is a common coding pattern in MapReduce projects using Hadoop or other similar frameworks. It sets the classes for the mapper, combiner, reducer, and partitioner for the job."
,,Filter filter0 = this.getExprArg(0).getFilter();,"This code fragment appears to be specific to a particular project or library, as it uses a custom method getExprArg() and references a Filter object without further context. It is not a common coding pattern in general Java development."
,,ChukwaRecord record = new ChukwaRecord();,"Yes, creating a new instance of an object using its constructor like ChukwaRecord record = new ChukwaRecord(); is a common coding pattern that can occur in multiple Java projects."
,,ChukwaRecordKey key = new ChukwaRecordKey();,"Yes, creating an instance of a class using the new keyword is a very common coding pattern in Java projects. In this specific case, creating a ChukwaRecordKey object is part of the Chukwa framework, which is a system for handling large-scale log data that can be used in various Java projects."
,,"FileInputFormat.addInputPath(job, new Path(""inputPath""));","Yes, this code fragment is a common coding pattern that can occur in multiple Java projects. It is used to set the input path for a Hadoop MapReduce job using the FileInputFormat class. The addInputPath method is used to add a Path object representing the input path to the job configuration."
,,"Job job = Job.getInstance(conf, ""myJobName"");
job.setJarByClass(MyClass.class);
job.setMapperClass(MyMapper.class);
job.setReducerClass(MyReducer.class);
job.setOutputKeyClass(Text.class);
job.setOutputValueClass(IntWritable.class);
System.exit(job.waitForCompletion(true) ? 0 : 1);","Yes, this code fragment is a common coding pattern that can occur in multiple Java projects. It is used to create a MapReduce job in Hadoop, set its input and output formats and run it. The code sets the job's configuration, specifies the main class, mapper and reducer classes, output key and value classes, and runs the job. The System.exit() call at the end is used to exit the Java process with a status code of 0 if the job completed successfully, or 1 if it failed."
,,"Path[] cacheFiles = DistributedCache.getLocalCacheFiles(conf);
FileInputStream fileStream = new FileInputStream(cacheFiles[0].toString());
BufferedReader reader = new BufferedReader(new InputStreamReader(fileStream));","Yes, this code fragment is a common coding pattern that can occur in multiple Java projects. It is used to access files that have been added to the distributed cache of a Hadoop MapReduce job. The DistributedCache class is part of the Hadoop API and provides a mechanism for caching files needed by the job. The files are cached on each node in the cluster so that they can be accessed efficiently by the map and reduce tasks. The getLocalCacheFiles method of the DistributedCache class is used to get the list of cached files on the local node and the FileInputStream and BufferedReader classes are used to read the contents of the file."
,,"DistributedCache.addCacheFile(new URI(""cacheFile""), conf);","Yes, this code fragment is a common coding pattern that can occur in multiple Java projects. It is used to add a file to the distributed cache in Hadoop MapReduce jobs, which allows the file to be available on every node in the cluster for use by the job. The cacheFile parameter specifies the location of the file to be added to the cache."
,,"conf.set(""mapreduce.jobtracker.address"", ""localhost:54311"");
conf.set(""mapreduce.tasktracker.http.address"", ""localhost:50060"");",This code fragment is not a common coding pattern that can occur in multiple Java projects as it sets specific properties related to the job tracker and task tracker in the Hadoop MapReduce framework. These properties are typically set only in projects that use the Hadoop MapReduce framework and require customization of the job and task tracker properties.
,,"enum MyCounters {
    TOTAL_RECORDS,
    VALID_RECORDS,
    INVALID_RECORDS
}

context.getCounter(MyCounters.TOTAL_RECORDS).increment(1);","The first code fragment doesn't seem to be a common coding pattern on its own, as it appears to be specific to a certain context and may depend on the specific implementation of the AddListenerAction class.
The second code fragment, on the other hand, is a common coding pattern in Hadoop MapReduce projects, where custom counters are defined as an enum and used to keep track of various statistics during the MapReduce job execution. It is not specific to Hadoop, and can be used in other Java projects as well to define custom counters."
,,"SequenceFile.Reader reader = new SequenceFile.Reader(fs, path, conf);","Yes, it is a common coding pattern that can occur in multiple Java projects.

The SequenceFile.Reader class is part of the Hadoop file system API and is used to read sequence files, a file format used for storing key-value pairs in Hadoop. This code fragment initializes a new SequenceFile.Reader instance by providing a FileSystem object, a Path object that represents the path to the file to be read, and a Configuration object. This is a common way of reading sequence files in Hadoop-based projects."
,,"SequenceFile.Writer writer = SequenceFile.createWriter(fs, conf, path, keyClass, valueClass);","Yes, the code fragment SequenceFile.Writer writer = SequenceFile.createWriter(fs, conf, path, keyClass, valueClass); is a common coding pattern in Java projects that involve working with Hadoop Distributed File System (HDFS) and require reading or writing sequence files. Sequence files are a common format for storing data in HDFS, and the SequenceFile class provides methods for creating, reading, and writing sequence files. The SequenceFile.createWriter method is used to create a new SequenceFile.Writer object that can be used to write key-value pairs to a sequence file in HDFS."
,,"DistributedCache.addCacheFile(new URI(""largeFile""), job.getConfiguration());","Yes, the code fragment DistributedCache.addCacheFile(new URI(""largeFile""), job.getConfiguration()) is a common coding pattern in multiple Java projects. This code is used to add a file to the DistributedCache of a Hadoop MapReduce job, which allows the file to be distributed to all the nodes in the cluster and be accessed by the mappers and reducers during the job execution. This can be used for example to distribute lookup tables or configuration files that are used by the job."
,,"String fileContents = FileUtils.readFileToString(new File(""smallFile""), ""UTF-8"");
DistributedCache.addCacheFile(new URI(""file:///path/to/cache/file""), conf);","Yes, this code fragment is a common coding pattern in Java projects that use Hadoop or MapReduce. It reads the contents of a small file and adds it to the distributed cache using the DistributedCache class. This is a common way to make small files available to all nodes in a Hadoop cluster, so that they can be accessed by MapReduce jobs."
,,"CombineFileInputFormat.addInputPath(job, new Path(""/path/to/input""));
job.setInputFormatClass(CombineFileInputFormat.class);","Yes, this code fragment is a common coding pattern that can occur in multiple Java projects, particularly in those that process large amounts of input data. The CombineFileInputFormat class combines small input files into larger splits, which can improve the efficiency of Hadoop MapReduce jobs. This is a technique often used when the input data is stored in many small files that would require excessive opening and closing of file descriptors if processed individually."
,,"FileStatus[] cacheFiles = DistributedCache.getLocalCacheFiles(conf);
for (FileStatus fileStatus : cacheFiles) {
    // Do something with the cached file
}","Yes, this code fragment is a common pattern that can occur in multiple Java projects that use Hadoop DistributedCache to cache files."
