,pro/lib,idiom,final
,,"Document doc = buildDocument(Constants.COMMUNITY, community.getID(), community.getHandle(), null);String name = community.getMetadata(""name"");","Yes, this code fragment is a common coding pattern that can occur in multiple Java projects. It involves creating a Lucene Document object and populating it with data from a community object, and then extracting a specific metadata value (in this case, the ""name"" metadata) from the community object. The code fragment is typical of applications that use Lucene for full-text indexing and search, and need to extract data from a structured data source (in this case, a community object) to create searchable documents."
,,"try{unIndexContent(context, dso.getHandle());}catch(Exception exception){log.error(exception.getMessage(),exception);emailException(exception);}","Yes, this code fragment can be a common coding pattern in Java projects that involve indexing content. The try-catch block is used to catch any exception that may occur during the unindexing process, and the caught exception is logged and emailed for further analysis. This type of error handling is commonly used in Java projects where it is important to handle exceptions gracefully and provide a way to investigate and resolve any errors that may occur."
,, Directory dir = null;try{dir = _dirMgr.getDirectory();}if (dir == null) return 0;return IndexUtil.getNumSegments(dir);,"Overall, this code fragment appears to be a basic implementation of a null check and directory indexing. It is possible that similar code patterns are used in other Java projects that involve handling directories and index segments."
,,"IndexWriterConfig config = new IndexWriterConfig(new StandardAnalyzer());
IndexWriter writer = new IndexWriter(indexDirectory, config);

Document doc = new Document();
doc.add(new StringField(""id"", ""1"", Field.Store.YES));
doc.add(new TextField(""content"", ""This is a sample document"", Field.Store.YES));

writer.addDocument(doc);
writer.close();",Indexing documents
,,"IndexReader reader = DirectoryReader.open(indexDirectory);
IndexSearcher searcher = new IndexSearcher(reader);

Query query = new TermQuery(new Term(""content"", ""sample""));

TopDocs results = searcher.search(query, 10);
for (ScoreDoc scoreDoc : results.scoreDocs) {
    Document doc = searcher.doc(scoreDoc.doc);
    System.out.println(doc.get(""id""));
}

reader.close();",Searching documents
,,"Analyzer analyzer = new StandardAnalyzer();

TokenStream tokenStream = analyzer.tokenStream(""content"", new StringReader(""This is a sample document""));
CharTermAttribute charTermAttribute = tokenStream.addAttribute(CharTermAttribute.class);

tokenStream.reset();
while (tokenStream.incrementToken()) {
    System.out.println(charTermAttribute.toString());
}

tokenStream.close();",Analyzing text
,,"Analyzer analyzer = new StandardAnalyzer();
QueryParser parser = new QueryParser(""content"", analyzer);

Query query = parser.parse(""sample"");

TopDocs results = searcher.search(query, 10);
for (ScoreDoc scoreDoc : results.scoreDocs) {
    Document doc = searcher.doc(scoreDoc.doc);
    System.out.println(doc.get(""id""));
}",Query parsing:
,,"Facets facets = new FastTaxonomyFacetCounts(taxoReader, facetsConfig, facetsCollector);

List<FacetResult> facetResults = facets.getAllDims(10);
for (FacetResult facetResult : facetResults) {
    System.out.println(facetResult.dim);
    for (LabelAndValue labelAndValue : facetResult.labelValues) {
        System.out.println(labelAndValue.label + "" ("" + labelAndValue.value + "")"");
    }
}",Faceted search
,,"Highlighter highlighter = new Highlighter(formatter, new QueryScorer(query));",Highlighting search results
,,"SortField sortField = new SortField(""title"", SortField.Type.STRING, false);
Sort sort = new Sort(sortField);

TopDocs results = searcher.search(query, 10, sort);",sort result
,," StringBuilder buffer = new StringBuilder();if (!term.field().equals(field)){buffer.append(term.field());buffer.append("":"");}buffer.append(term.text());buffer.append('~');buffer.append(Integer.toString(maxEdits));buffer.append(ToStringUtils.boost(getBoost()));return buffer.toString();", this code fragment represents a common pattern in Java for building string representations of objects using a StringBuilder object and conditional statements to construct the string based on certain conditions.
,,"for (int i = 0; i < fields.length; i++){QueryParserWrapper qp = new QueryParserWrapper(fields[i], analyzer);}","Yes, the code fragment [for (int i = 0; i < fields.length; i++){QueryParserWrapper qp = new QueryParserWrapper(fields[i], analyzer);}] is a common coding pattern that can occur in multiple Java projects.

This code creates multiple instances of the QueryParserWrapper class in a loop, where each instance is initialized with a different field and analyzer. This pattern is often used in search-related functionality where queries need to be parsed against multiple fields with different analyzers."
,,DocIdSetIterator dcit = iterators[0];int size = iterators.length;while (i < size){if (i != skip){dcit = iterators[i];}},"Yes, this code fragment is a common coding pattern that can occur in multiple Java projects. It represents a loop that iterates through an array of iterators and selects a particular iterator to use based on a condition."
,,"if (queries != null){for (int i = 0; i < queries.length; i++){sb.append(i+"". ""+ queries[i].getClass().getSimpleName()+"" - ""+queries[i].toString());}}","Yes, this code fragment is a common coding pattern in Java projects. It is iterating over an array of queries and appending their class name and string representation to a StringBuilder object. This is a common way to create a debug or error message that includes information about the queries being executed."
,,"Highlighter highlighter = new Highlighter(new SimpleHTMLFormatter(INTERNAL_BEGIN_HIT, INTERNAL_END_HIT), new QueryScorer(query));try{escapedFragments = escapedFragments.replaceAll(INTERNAL_BEGIN_HIT, getBeginHitTag());}","Yes, this code fragment shows the use of the Lucene library to perform text highlighting based on a query, which is a common coding pattern that can occur in multiple Java projects that involve searching and displaying search results. The code instantiates a Highlighter object and uses a SimpleHTMLFormatter to format the highlighted text. The QueryScorer object is used to score the query matches, and the resulting Highlighter object is used to replace the internal highlighting tags with the actual HTML tags to highlight the matching text."
,,IteratorSearchResponse result = nexusIndexer.searchIterator( req );return result;,"Yes, this code fragment is a common coding pattern that can occur in multiple Java projects. It uses the Nexus Indexer library to perform a search and returns the search result as an IteratorSearchResponse object. The Nexus Indexer library is widely used in Java projects for indexing and searching artifacts in local and remote repositories."
,,"NGramTokenizer ngramTokenizer = new NGramTokenizer(reader, ngramMinLength, ngramMaxLength);","Yes, the use of the NGramTokenizer class to create n-grams from text is a common coding pattern that can occur in multiple Java projects, particularly in information retrieval or natural language processing applications where n-grams can be used for tasks such as text classification, topic modeling, or language modeling."
,,SearchContext context = createContext(request);,"creating a context object to hold search parameters and/or search results is a common pattern in many search-related Java projects. The specific implementation may vary, but the concept of using a context object for search-related operations is a well-established pattern."
,,Pattern p = rawpat == defaultPatternRaw ? defaultPattern : Pattern.compile(rawpat);,"Yes, this code fragment is a common coding pattern in Java projects. It is using the ternary operator to conditionally assign a value to the Pattern p variable. The ternary operator is a common way to write simple conditional statements in Java."
,,Analyzer analyzer = analyzers.get(fieldName);return analyzer != null ? analyzer : getDynamicFieldType(fieldName).getAnalyzer();,"Yes, this code fragment is a common coding pattern that can occur in multiple Java projects. It checks if there is a cached Analyzer for a given fieldName. If there is one, it returns it. Otherwise, it retrieves the Analyzer from a dynamic field type associated with the given fieldName. This pattern is commonly used in search-related Java projects to dynamically determine the appropriate analyzer to use for a given field."
,,for (int i = 0; i < hits.scoreDocs.length; i++){final Document doc = searcher.doc(hits.scoreDocs[i].doc);},"Yes, this code fragment is a common coding pattern that can occur in multiple Java projects. It is used to iterate over the search results and retrieve the corresponding documents from the index using a Searcher object."
,,if (streams == null){streams.tokenStream = new NTripleQueryTokenizer(reader);,"Yes, this code fragment is a common coding pattern that can occur in multiple Java projects. It is used to check if a token stream is null and, if it is, to create a new instance of the NTripleQueryTokenizer with a reader. If the token stream is not null, then it is reset using the given reader. This is a common pattern used in projects that involve text processing, such as search engines or natural language processing applications."
,,"for (SearchGroupDocs<BytesRef> group : groupMap.values()){int ord = group.groupValue == null ? 0 : index.binarySearchLookup(group.groupValue, spareBytesRef);if (ord >= 0){groupDocs[ordSet.put(ord)] = group;}}","Yes, this code fragment is a common pattern that can occur in multiple Java projects. It involves iterating over a collection of SearchGroupDocs, determining the order of the group value using binarySearchLookup, and then adding the group to an array of groupDocs at the appropriate index. This is a common technique used when working with search results that are grouped by a particular field."
,,"Query snq = getSpanNearQuery(sncf.getIndexReader(),                                  sncf.getFieldName(),                                  getWeight(),                                  sncf.getBasicQueryFactory());sncf.addSpanQuery(snq);","Yes, this code fragment shows the usage of Span Queries in Lucene/Solr search libraries which is a common coding pattern that can occur in multiple Java projects that involve text search functionality."
,,"FullTextQuery fullTextQuery = fullTextSession.createFullTextQuery(query, documentClass); fullTextQuery.setProjection(FullTextQuery.SCORE, FullTextQuery.THIS);","Yes, this code fragment is a common coding pattern in projects that use Hibernate Search for full-text search capabilities. It creates a FullTextQuery object and sets its projection to return the score and the entity itself. The FullTextQuery class is a part of Hibernate Search and is used to perform full-text queries on indexed entities."
,,"if (queryConfig == null || !queryConfig.hasAttribute(InvenioDefaultIdFieldAttribute.class)){throw new QueryNodeException(new MessageImpl(                QueryParserMessages.LUCENE_QUERY_CONVERSION_ERROR,                ""Configuration error: "" + InvenioDefaultIdFieldAttribute.class.toString() + "" is missing""));}","Yes, this code fragment appears to be a common coding pattern that can occur in multiple Java projects. It is checking if a certain attribute is present in a configuration object, and throwing an exception if it is not. This pattern is commonly used to ensure that required configuration settings are present before attempting to use them in the code."
,,if (lastDoc == NO_MORE_DOCS){return lastDoc;} else if (scorers[(scorers.length - 1)].docID() < target){scorers[(scorers.length - 1)].advance(target);}return lastDoc = doNext();,"Yes, this code fragment can be considered a common coding pattern that can occur in multiple Java projects. It is part of the implementation of an iterator that merges results from multiple Scorers in a BooleanQuery, advancing each Scorer to the target document ID, and returning the next document ID that matches all the Scorer criteria. The code pattern involves checking if the last document ID retrieved is NO_MORE_DOCS, advancing the Scorer with the lowest docID to the target document, and then calling the doNext() method to get the next matching document."
,,"Is this code fragment [if (commit == null){} else{if (directory != commit.getDirectory()){}}return (DirectoryReader) new SegmentInfos.FindSegmentsFile(directory){@Override
      protected Object doBody(String segmentFileName) throws IOException{final SegmentInfos infos = new SegmentInfos();infos.read(directory, segmentFileName);return doOpenIfChanged(infos, null);}
    };}] a common coding pattern that can occur in multiple Java projects?","Yes, this code fragment is a common coding pattern in Java projects that use the Lucene library for information retrieval and search applications. The code checks if the commit is null and if the directory is different from the commit's directory, then it returns a new DirectoryReader using the SegmentInfos class. This code is commonly used to handle the opening and closing of index readers in Lucene."
